Date,Province/State,Country,Lat,Long,Confirmed,Recovered,Deaths,Active
2020-02-05,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-06,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-07,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-08,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-09,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-10,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-11,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-12,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-13,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-14,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-15,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-16,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-17,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-18,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-19,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-20,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-21,,Turkey,38.9637,35.2433,0,0,0,0
2020-02-22,,Turkey,38.9637,35.2433,0,0,0,0
